date,regiao,mental_health_visits,total_atd,periodo,Pandemia_Step,Pandemia_Trend,PosPandemia_Step,PosPandemia_Trend,cos1,sin1,IR,offset
2019-11-01,sul,103886.0,3826879.0,47,0,0,0,0,1.0,2.9385333373170594e-15,27.146403113346413,8.249804867470935
2021-02-01,sul,102694.0,3836443.0,62,1,11,0,0,-0.49999999999998174,-0.8660254037844491,26.768024443475376,8.252300914215548
2019-12-01,sul,82891.0,2987363.0,48,0,0,0,0,-1.0,4.917156615687063e-16,27.74721384712872,8.002146337447682
2021-01-01,sul,99299.0,3712563.0,61,1,10,0,0,0.4999999999999911,0.8660254037844438,26.746751502937457,8.219477752663941
2020-12-01,sul,95030.0,3561154.0,60,1,9,0,0,-0.4999999999999894,0.8660254037844448,26.685170031961547,8.17783992862182
2020-01-01,sul,97985.0,3417744.0,49,0,0,0,0,1.0,1.0288890054747531e-14,28.669496603607524,8.136735963269635
2020-11-01,sul,113099.0,4298672.0,59,1,8,0,0,0.8660254037844499,-0.49999999999998046,26.310218597743674,8.36606141677232
2022-01-01,sul,101061.0,5251388.0,73,1,22,0,0,0.866025403784445,0.49999999999998895,19.244626373065557,8.566247701595564
2020-03-01,sul,92406.0,3382876.0,51,0,0,0,0,0.8660254037844426,0.4999999999999932,27.315810570650537,8.126481514251417
2020-04-01,sul,72396.0,2166610.0,52,1,1,0,0,0.866025403784446,-0.49999999999998723,33.41441237693909,7.680919013027447
2020-10-01,sul,115885.0,4036029.0,58,1,7,0,0,-1.0,-4.880017777491762e-16,28.712628179827252,8.303016566779696
2020-09-01,sul,122713.0,3950652.0,57,1,6,0,0,0.8660254037844392,-0.49999999999999917,31.061455172462672,8.28163590756486
2020-05-01,sul,85126.0,2587058.0,53,1,2,0,0,-0.8660254037844514,0.4999999999999779,32.904557995993905,7.858276601725973
2020-08-01,sul,101316.0,3500718.0,56,1,5,0,0,1.0,1.8129105491836944e-14,28.941491431186403,8.160723369295729
2020-06-01,sul,96680.0,3008025.0,54,1,3,0,0,0.866025403784446,0.49999999999998723,32.14069032006051,8.009038996205406
2019-10-01,sul,116202.0,4470203.0,46,0,0,0,0,-1.1759085194360944e-14,1.0,25.994792630222836,8.405189100446682
2021-04-01,sul,114182.0,4053671.0,64,1,13,0,0,1.0,-2.452388501477648e-15,28.16755479169375,8.307378169303355
2019-09-01,sul,106871.0,3968920.0,45,0,0,0,0,-0.866025403784441,-0.4999999999999957,26.92697257692269,8.286249296369293
2021-05-01,sul,112154.0,4506620.0,65,1,14,0,0,-1.0,-8.32821721483859e-15,24.88650030399723,8.413302705845647
2019-01-01,sul,82802.0,3499191.0,37,0,0,0,0,-1.0779367755043061e-14,1.0,23.663183861641162,8.160287077902735
2021-12-01,sul,122497.0,4501708.0,72,1,21,0,0,-1.0,-1.6168432651928003e-14,27.21122738302884,8.412212159300978
2019-02-01,sul,90060.0,3707117.0,38,0,0,0,0,7.349118756157295e-15,-1.0,24.293811066659075,8.218009764562566
2021-11-01,sul,135703.0,4993821.0,71,1,20,0,0,1.0778129793769884e-14,-1.0,27.174181853935092,8.515956627185728
2019-03-01,sul,88891.0,3492664.0,39,0,0,0,0,-0.8660254037844365,0.5000000000000038,25.450773392459165,8.158420047795278
2021-10-01,sul,133144.0,4932808.0,70,1,19,0,0,0.49999999999999023,0.8660254037844443,26.991522881085174,8.503663678927522
2019-04-01,sul,113437.0,4279121.0,40,0,0,0,0,0.500000000000003,-0.8660254037844369,26.509416303021112,8.361502893651974
2021-09-01,sul,141300.0,4871021.0,69,1,18,0,0,-0.49999999999999956,-0.8660254037844389,29.00829210138901,8.491058845026977
2019-05-01,sul,117319.0,4497117.0,41,0,0,0,0,-0.8660254037844414,-0.49999999999999534,26.08760234612531,8.41119180377716
2021-08-01,sul,145500.0,5101313.0,68,1,17,0,0,0.8660254037844382,0.5000000000000009,28.522068730148494,8.537253236557993
2019-06-01,sul,98788.0,3818142.0,42,0,0,0,0,0.8660254037844455,-0.4999999999999881,25.873317440786643,8.247519195841328
2021-07-01,sul,129029.0,4717729.0,67,1,16,0,0,-3.92258364109106e-15,-1.0,27.349811742047923,8.459082818724855
2019-07-01,sul,117542.0,4505515.0,43,0,0,0,0,-0.8660254037844438,0.49999999999999106,26.08847157317199,8.413057480933782
2021-06-01,sul,117473.0,4610287.0,66,1,15,0,0,1.0,1.9108822931154828e-14,25.480626260360797,8.436045390018165
2019-08-01,sul,123262.0,4524409.0,44,0,0,0,0,0.8660254037844394,0.4999999999999987,27.24377924276961,8.417242239869287
2017-05-01,sul,69442.0,2883945.0,17,0,0,0,0,-0.8660254037844389,0.49999999999999956,24.07882258503543,7.966914427487901
2020-07-01,sul,102491.0,3486533.0,55,1,4,0,0,-0.8660254037844479,0.49999999999998385,29.396251232958356,8.156663111695865
2024-08-01,sul,227340.0,7427441.0,104,0,0,1,29,0.49999999999999956,0.8660254037844389,30.608119270149704,8.91293666385183
2023-11-01,sul,205598.0,6625712.0,95,0,0,1,20,-9.834313231374127e-16,-1.0,31.030325495584474,8.798713116777867
2016-03-01,sul,62072.0,2652117.0,3,0,0,0,0,0.4999999999999993,0.866025403784439,23.40469896313021,7.8831134679796575
2023-12-01,sul,173491.0,5590252.0,96,0,0,1,21,-1.0,-4.406871535020706e-15,31.03455801276937,8.628779645633944
2016-04-01,sul,52677.0,2126983.0,4,0,0,0,0,0.8660254037844392,-0.4999999999999992,24.766065361124184,7.6624598226906295
2024-09-01,sul,220966.0,7304922.0,105,0,0,1,30,-0.8660254037844132,-0.5000000000000442,30.24891983788465,8.896303646509724
2017-01-01,sul,52788.0,2078724.0,13,0,0,0,0,0.4999999999999984,0.8660254037844396,25.394424656664377,7.639509522912381
2024-01-01,sul,199341.0,6317676.0,97,0,0,1,22,0.5000000000000063,0.8660254037844349,31.552900148725577,8.751106697995779
2016-05-01,sul,55141.0,2382835.0,5,0,0,0,0,-4.898587196589413e-16,1.0,23.140922472600913,7.776046234248301
2016-12-01,sul,44722.0,1701881.0,12,0,0,0,0,-0.8660254037844404,0.49999999999999695,26.27798300821268,7.4394893889451295
2016-06-01,sul,63802.0,2681087.0,6,0,0,0,0,1.0,5.51091059616309e-16,23.79706439962597,7.893977588287593
2024-02-01,sul,197308.0,6391869.0,98,0,0,1,23,0.5000000000000326,-0.8660254037844198,30.868592582232207,8.762781992868138
2016-11-01,sul,55079.0,2157356.0,11,0,0,0,0,0.5000000000000004,-0.8660254037844384,25.53078861346945,7.676638676813539
2024-07-01,sul,216748.0,7168199.0,103,0,0,1,28,-0.5000000000000089,-0.8660254037844335,30.23744178977174,8.877409716546188
2024-06-01,sul,209897.0,6905529.0,102,0,0,1,27,1.0,1.466481255793882e-15,30.395499026939138,8.840077674060248
2024-03-01,sul,198905.0,7069993.0,99,0,0,1,24,-0.500000000000042,0.8660254037844144,28.133691221476457,8.863614768791118
2016-07-01,sul,62187.0,2506770.0,7,0,0,0,0,-0.8660254037844384,0.5000000000000004,24.807620962433727,7.82675035083037
2016-10-01,sul,56849.0,2345810.0,10,0,0,0,0,-0.8660254037844385,0.5000000000000002,24.23427302296435,7.760386037016335
2016-08-01,sul,72404.0,2991575.0,8,0,0,0,0,1.0,-9.803364199544708e-16,24.202635735356793,8.003555283550412
2024-05-01,sul,193280.0,6820403.0,101,0,0,1,26,-0.8660254037844347,-0.5000000000000068,28.338501405268868,8.8276738400008
2016-09-01,sul,64658.0,2694636.0,9,0,0,0,0,-0.4999999999999987,-0.8660254037844394,23.995077628295622,7.899018409285943
2017-02-01,sul,51054.0,2029607.0,14,0,0,0,0,-0.4999999999999983,-0.8660254037844396,25.154623530565278,7.615597457234584
2024-04-01,sul,231893.0,8383293.0,100,0,0,1,25,-1.4704427318680477e-14,-1.0,27.66132592526588,9.033996075715
2024-10-01,sul,239779.0,8045022.0,106,0,0,1,31,0.4999999999999809,0.8660254037844497,29.804641926398713,8.992808794040519
2017-03-01,sul,67908.0,2784724.0,15,0,0,0,0,-0.49999999999999767,0.86602540378444,24.385899643914442,7.931904045116492
2024-11-01,sul,204838.0,6753619.0,107,0,0,1,32,0.5000000000000089,-0.8660254037844335,30.33010893862979,8.817833788338657
2016-01-01,sul,38152.0,1491781.0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,25.574799518159836,7.307725987148228
2023-10-01,sul,220146.0,7046997.0,94,0,0,1,19,0.5000000000000004,0.8660254037844384,31.239689757211476,8.860356847613863
2016-02-01,sul,51908.0,2019943.0,2,0,0,0,0,-0.8660254037844385,-0.5000000000000004,25.69775483763651,7.610824572175338
2017-04-01,sul,64472.0,2605755.0,16,0,0,0,0,1.0,-2.45548340466059e-16,24.74215726344188,7.86547773945094
2019-02-01,sudeste,159371.0,7860514.0,38,0,0,0,0,-1.0,1.471433100886589e-15,20.274882787563254,8.969607277687167
2021-11-01,sudeste,260726.0,8964902.0,71,1,20,0,0,0.8660254037844416,0.4999999999999949,29.082972686148715,9.101072454579597
2019-03-01,sudeste,134746.0,6597336.0,39,0,0,0,0,-3.91886975727153e-15,1.0,20.424304598098384,8.794421210167796
2016-07-01,sudeste,44672.0,3974030.0,7,0,0,0,0,-0.49999999999999895,-0.8660254037844393,11.240982076129269,8.287535972152217
2021-10-01,sudeste,249162.0,8310689.0,70,1,19,0,0,2.475922546353431e-18,1.0,29.98090772016616,9.025297796566502
2020-05-01,sudeste,144387.0,4805259.0,53,1,2,0,0,-1.0,-1.4208997773292239e-14,30.04770398432218,8.477466222136947
2019-04-01,sudeste,156062.0,7949408.0,40,0,0,0,0,4.886207583857646e-16,-1.0,19.631902149191486,8.980852739466886
2024-07-01,sudeste,448126.0,13749894.0,103,0,0,1,28,-1.0,-1.224708697211012e-14,32.59123306696037,9.528786393974093
2020-09-01,sudeste,221800.0,7703592.0,57,1,6,0,0,-4.902301080408943e-15,-1.0,28.791763634418853,8.949441992574
2021-09-01,sudeste,262347.0,8733903.0,69,1,18,0,0,1.7638627791541416e-14,-1.0,30.03777349027119,9.074967627961392
2019-05-01,sudeste,179234.0,8973360.0,41,0,0,0,0,-0.8660254037844473,0.4999999999999851,19.974011964303227,9.102015466854342
2024-12-01,sudeste,353492.0,10876110.0,108,0,0,1,33,-0.5000000000000208,-0.8660254037844266,32.50169407996058,9.294323919713719
2024-10-01,sudeste,480965.0,14396130.0,106,0,0,1,31,-3.919860126290071e-14,1.0,33.40932597857896,9.574714699444339
2016-01-01,sudeste,46277.0,2854004.0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,16.214763539224194,7.956478199577496
2019-01-01,sudeste,146331.0,7450490.0,37,0,0,0,0,1.0,1.9588158979991767e-15,19.640453178247334,8.916035081022814
2021-12-01,sudeste,231699.0,8541684.0,72,1,21,0,0,-0.8660254037844524,0.49999999999997624,27.125681540080386,9.052713457038834
2022-01-01,sudeste,194974.0,9510501.0,73,1,22,0,0,-2.1558735510086122e-14,1.0,20.50091788014112,9.160151835539834
2024-06-01,sudeste,428870.0,13582436.0,102,0,0,1,27,0.5000000000000182,0.8660254037844282,31.575337443150843,9.516532766469059
2018-12-01,sudeste,116297.0,5752067.0,36,0,0,0,0,-0.8660254037844398,0.4999999999999979,20.218297179083624,8.657314547455435
2024-05-01,sudeste,424004.0,13873381.0,101,0,0,1,26,-1.0,9.314124460522356e-15,30.5624130123724,9.537727247121763
2020-08-01,sudeste,200443.0,7225193.0,56,1,5,0,0,0.4999999999999792,0.8660254037844506,27.74223470570267,8.88532922542662
2017-04-01,sudeste,72450.0,4784202.0,16,0,0,0,0,-0.4999999999999981,-0.8660254037844397,15.14359134501428,8.473074518819324
2018-11-01,sudeste,160280.0,7768629.0,35,0,0,0,0,0.8660254037844416,-0.4999999999999949,20.63169704718812,8.957848979916488
2020-06-01,sudeste,176464.0,6146890.0,54,1,3,0,0,0.4999999999999979,0.8660254037844398,28.70785063666342,8.723701541838809
2022-03-01,sudeste,297886.0,10384141.0,75,1,24,0,0,-0.8660254037844489,0.4999999999999822,28.686628966228405,9.248035017434118
2018-10-01,sudeste,229094.0,11264796.0,34,0,0,0,0,0.49999999999999956,0.8660254037844389,20.337163673447794,9.329437743514621
2016-08-01,sudeste,56411.0,5130560.0,8,0,0,0,0,-0.5000000000000001,0.8660254037844386,10.99509605189297,8.542970094000472
2021-08-01,sudeste,277393.0,9432523.0,68,1,17,0,0,0.4999999999999843,0.8660254037844477,29.40814456535118,9.151918890213441
2016-02-01,sudeste,39274.0,3414889.0,2,0,0,0,0,-0.5000000000000001,-0.8660254037844386,11.50081305717404,8.135900267816313
2024-09-01,sudeste,469809.0,14006479.0,105,0,0,1,30,0.8660254037844416,-0.4999999999999949,33.542262834221226,9.5472752872594
2020-12-01,sudeste,190935.0,7047345.0,60,1,9,0,0,-0.866025403784441,0.4999999999999958,27.093181900417818,8.860406229131648
2020-01-01,sudeste,164574.0,6776530.0,49,0,0,0,0,0.499999999999986,0.8660254037844467,24.285880826912887,8.82122045051039
2024-11-01,sudeste,420789.0,12579215.0,107,0,0,1,32,1.0,-1.225451473974918e-14,33.451133476929996,9.439801127671501
2021-01-01,sudeste,189930.0,7403167.0,61,1,10,0,0,0.8660254037844465,-0.4999999999999864,25.655236468392513,8.909663160610922
2016-03-01,sudeste,51627.0,4803517.0,3,0,0,0,0,0.8660254037844388,0.4999999999999997,10.747750033985515,8.477103636929614
2019-12-01,sudeste,142776.0,5752788.0,48,0,0,0,0,-0.8660254037844374,-0.5000000000000021,24.81857492401945,8.65743988584535
2021-02-01,sudeste,207043.0,7590565.0,62,1,11,0,0,-0.8660254037844367,-0.5000000000000034,27.276362168033607,8.934661307671853
2020-02-01,sudeste,165644.0,6582600.0,50,0,0,0,0,-1.0,7.352213659340238e-15,25.163916993285326,8.7921850830515
2019-11-01,sudeste,179051.0,7282556.0,47,0,0,0,0,0.8660254037844457,-0.4999999999999877,24.586285364643953,8.893237178471034
2021-03-01,sudeste,229917.0,8773414.0,63,1,12,0,0,-0.8660254037844519,0.4999999999999771,26.2061040320222,9.07948129125775
2016-04-01,sudeste,42746.0,3897617.0,4,0,0,0,0,0.4999999999999998,-0.8660254037844388,10.967214069519914,8.268120619724467
2020-03-01,sudeste,173145.0,6880528.0,51,0,0,0,0,-0.8660254037844406,0.4999999999999966,25.164493190057506,8.836450672168752
2019-10-01,sudeste,204505.0,8309339.0,46,0,0,0,0,-0.5000000000000004,0.8660254037844384,24.61146428133453,9.02513534196619
2021-04-01,sudeste,209132.0,7410168.0,64,1,13,0,0,2.937914356680471e-15,-1.0,28.22230211244873,8.910608390097902
2019-06-01,sudeste,151419.0,7287438.0,42,0,0,0,0,0.866025403784443,0.49999999999999234,20.77808414973822,8.89390732290386
2019-09-01,sudeste,185687.0,7576341.0,45,0,0,0,0,9.784794780447059e-16,-1.0,24.508796528561742,8.93278564441263
2021-05-01,sudeste,229650.0,8682316.0,65,1,14,0,0,-0.8660254037844485,0.499999999999983,26.450315791316513,9.069043592340694
2020-11-01,sudeste,218555.0,7936567.0,59,1,8,0,0,1.0,1.1268607494065414e-14,27.537725064250072,8.979236092985104
2016-09-01,sudeste,52674.0,4336504.0,9,0,0,0,0,0.5000000000000002,-0.8660254037844385,12.14665085054689,8.374823772526945
2019-08-01,sudeste,207119.0,8595027.0,44,0,0,0,0,-4.408728476930472e-15,1.0,24.09753919330329,9.058939059173271
2020-10-01,sudeste,219119.0,7795424.0,58,1,7,0,0,0.4999999999999851,0.8660254037844473,28.10866990685818,8.961292173854792
2016-05-01,sudeste,44806.0,3964770.0,5,0,0,0,0,-0.4999999999999999,0.8660254037844387,11.301033855683935,8.28520312482024
2019-07-01,sudeste,182821.0,8278920.0,43,0,0,0,0,-1.0,9.815743812276475e-16,22.082711271518505,9.02146780408934
2020-04-01,sudeste,128513.0,4068570.0,52,1,1,0,0,1.0,3.4283920569760004e-15,31.586773731311002,8.311046865346942
2021-06-01,sudeste,227827.0,8574074.0,66,1,15,0,0,0.5000000000000114,-0.866025403784432,26.571615780316336,9.056498277864788
2016-06-01,sudeste,49920.0,4338320.0,6,0,0,0,0,0.5000000000000006,0.8660254037844383,11.50675837651441,8.37524245537896
2024-08-01,sudeste,478175.0,14186361.0,104,0,0,1,29,-0.5000000000000301,0.8660254037844213,33.70667079457516,9.560036289062666
2021-07-01,sudeste,235453.0,8369728.0,67,1,16,0,0,-0.866025403784445,0.49999999999998895,28.131499613846472,9.032376665942339
2023-09-01,sudeste,399062.0,12036727.0,93,0,0,1,18,0.50000000000002,-0.8660254037844272,33.153697014146786,9.395717838052754
2022-02-01,sudeste,240257.0,8748954.0,74,1,23,0,0,-0.8660254037844396,-0.4999999999999983,27.461225650517765,9.0766894293487
2022-10-01,sudeste,315765.0,10823973.0,82,0,0,1,7,-0.5000000000000098,0.866025403784433,29.17274461050485,9.28951867539075
2018-02-01,sudeste,109424.0,6017205.0,26,0,0,0,0,-9.809554005910593e-16,-1.0,18.185187308725563,8.702378144774597
2023-11-01,sudeste,389947.0,12048175.0,95,0,0,1,20,0.866025403784441,-0.4999999999999958,32.36564873933189,9.396668475166589
2022-09-01,sudeste,325021.0,10925828.0,81,0,0,1,6,-0.5000000000000047,-0.8660254037844359,29.74795136807938,9.298884806565598
2018-04-01,sudeste,129512.0,6915018.0,28,0,0,0,0,1.0,9.790984586812941e-16,18.729090799185194,8.841450847132347
2020-07-01,sudeste,196182.0,7294817.0,55,1,4,0,0,-0.8660254037844406,-0.4999999999999966,26.893340847344078,8.894919374967115
2017-08-01,sudeste,110406.0,7082691.0,20,0,0,0,0,-0.4999999999999981,0.8660254037844397,15.588142981248229,8.865409199219618
2023-05-01,sudeste,411534.0,13846474.0,89,0,0,1,14,-0.5000000000000165,0.866025403784429,29.721212779513397,9.535785894365718
2024-01-01,sudeste,404097.0,12540305.0,97,0,0,1,22,0.8660254037844225,0.500000000000028,32.223857394218086,9.436703136060192
2018-03-01,sudeste,134063.0,7468502.0,27,0,0,0,0,-0.500000000000011,0.8660254037844323,17.950453785779263,8.918449722541702
2016-12-01,sudeste,41049.0,2857649.0,12,0,0,0,0,-1.0,-2.939771298590236e-15,14.364605310169305,7.957754537791606
2017-03-01,sudeste,72687.0,4923964.0,15,0,0,0,0,-0.8660254037844388,0.4999999999999998,14.761886967492044,8.501869176148455
2022-11-01,sudeste,303992.0,10690108.0,83,0,0,1,8,4.897349235316236e-15,-1.0,28.436756672617342,9.277074106867964
2022-12-01,sudeste,272890.0,9515813.0,84,0,0,1,9,-0.5000000000000284,0.8660254037844223,28.67752865677373,9.160710220115849
2023-06-01,sudeste,378144.0,12390358.0,90,0,0,1,15,0.8660254037844337,-0.5000000000000084,30.519215021874267,9.42467386847533
2018-01-01,sudeste,115539.0,6538767.0,25,0,0,0,0,-2.4492935982947065e-15,1.0,17.669845094648576,8.785503894566741
2017-09-01,sudeste,113447.0,6647914.0,21,0,0,0,0,0.5000000000000074,-0.8660254037844344,17.065052285574094,8.802058400230191
2023-04-01,sudeste,337786.0,11611814.0,88,0,0,1,13,1.959806267017718e-14,-1.0,29.089856244683215,9.359778307103728
2023-01-01,sudeste,343086.0,11509756.0,85,0,0,1,10,0.5000000000000012,0.8660254037844379,29.80827743003414,9.350950302533798
2017-01-01,sudeste,57294.0,4024539.0,13,0,0,0,0,0.8660254037844374,0.5000000000000021,14.236164688676144,8.300165649131635
2017-02-01,sudeste,55944.0,3789862.0,14,0,0,0,0,4.899825157862589e-15,-1.0,14.761487357587162,8.240084885804055
2017-12-01,sudeste,99392.0,5505018.0,24,0,0,0,0,-0.5000000000000036,-0.8660254037844366,18.05480018412292,8.613415318906203
2023-02-01,sudeste,313212.0,10197682.0,86,0,0,1,11,-0.8660254037844284,-0.5000000000000178,30.714038739391953,9.229915718544094
2017-11-01,sudeste,125678.0,7043977.0,23,0,0,0,0,0.5000000000000077,-0.8660254037844343,17.841909478125782,8.859928204420534
2023-03-01,sudeste,418730.0,14237576.0,87,0,0,1,12,-8.817456953860943e-15,1.0,29.41020297275323,9.563639945756993
2023-12-01,sudeste,345378.0,10649172.0,96,0,0,1,21,-0.8660254037844323,0.500000000000011,32.43238065832724,9.273237421636283
2024-02-01,sudeste,377219.0,12263491.0,98,0,0,1,23,2.0577780109495062e-14,-1.0,30.759512116085055,9.414381916102617
2016-11-01,sudeste,47142.0,3626164.0,11,0,0,0,0,1.102182119232618e-15,-1.0,13.000515144930015,8.195930619194373
2017-07-01,sudeste,82208.0,5351602.0,19,0,0,0,0,-0.4999999999999979,-0.8660254037844398,15.36138150781766,8.585151234319403
2023-10-01,sudeste,424789.0,13026851.0,94,0,0,1,19,-1.6657672390950356e-14,1.0,32.608724856068434,9.474767967849086
2022-04-01,sudeste,259369.0,9050905.0,76,0,0,1,1,0.5000000000000123,-0.8660254037844315,28.656692341815543,9.110620031694305
2024-04-01,sudeste,457755.0,15747195.0,100,0,0,1,25,0.5000000000000021,-0.8660254037844374,29.068986571894232,9.664417533154843
2018-09-01,sudeste,176360.0,8925152.0,33,0,0,0,0,0.5000000000000084,-0.8660254037844337,19.759887562699213,9.096628637315142
2022-05-01,sudeste,306286.0,11302096.0,77,0,0,1,2,-0.8660254037844455,0.4999999999999881,27.09992907510253,9.332743474225559
2023-08-01,sudeste,467307.0,14419268.0,92,0,0,1,17,0.4999999999999945,0.8660254037844418,32.408510612327895,9.57632064672106
2022-06-01,sudeste,277618.0,10907016.0,78,0,0,1,3,0.8660254037844235,0.5000000000000263,25.453157857291124,9.2971615308755
2018-08-01,sudeste,166957.0,8435105.0,32,0,0,0,0,-0.5000000000000114,0.866025403784432,19.793114608531845,9.04015744303537
2017-05-01,sudeste,84300.0,5850019.0,17,0,0,0,0,-1.7145055188062944e-15,1.0,14.410209607866232,8.674200188083876
2018-05-01,sudeste,132184.0,7310516.0,29,0,0,0,0,-0.5000000000000051,0.8660254037844357,18.081350208384745,8.897069138487886
2018-07-01,sudeste,139167.0,7368932.0,31,0,0,0,0,-1.0,-4.899206177226001e-15,18.885640415734603,8.905028062878038
2016-10-01,sudeste,48959.0,3885451.0,10,0,0,0,0,-9.797174393178826e-16,1.0,12.600596430118408,8.2649943435802
2017-10-01,sudeste,127443.0,7056036.0,22,0,0,0,0,0.5000000000000007,0.8660254037844383,18.06155750906033,8.861638699714428
