"periodo","periodo.1","region"
51.7979797979798,10.5397409156682,"centro_oeste"
52.9449598021027,10.5397409156682,"centro_oeste"
54.0919398062255,10.5397409156682,"centro_oeste"
55.2389198103484,10.5397409156682,"centro_oeste"
56.3858998144712,10.5397409156682,"centro_oeste"
57.5328798185941,10.5397409156682,"centro_oeste"
58.679859822717,10.5397409156682,"centro_oeste"
59.8268398268398,10.5397409156682,"centro_oeste"
60.9738198309627,10.5397409156682,"centro_oeste"
62.1207998350855,10.5397409156682,"centro_oeste"
63.2677798392084,10.5397409156682,"centro_oeste"
64.4147598433313,10.5397409156682,"centro_oeste"
65.5617398474541,10.5397409156682,"centro_oeste"
66.708719851577,10.5397409156682,"centro_oeste"
67.8556998556999,10.5397409156682,"centro_oeste"
69.0026798598227,10.5397409156682,"centro_oeste"
70.1496598639456,10.5397409156682,"centro_oeste"
71.2966398680684,10.5397409156682,"centro_oeste"
72.4436198721913,10.5397409156682,"centro_oeste"
73.5905998763142,10.5397409156682,"centro_oeste"
74.737579880437,10.5397409156682,"centro_oeste"
75.8845598845599,10.5397409156682,"centro_oeste"
77.0315398886827,10.5397409156682,"centro_oeste"
78.1785198928056,10.5397409156682,"centro_oeste"
79.3254998969285,10.5397409156682,"centro_oeste"
80.4724799010513,10.5397409156682,"centro_oeste"
81.6194599051742,10.5397409156682,"centro_oeste"
82.766439909297,10.5397409156682,"centro_oeste"
83.9134199134199,10.5397409156682,"centro_oeste"
85.0603999175428,10.5397409156682,"centro_oeste"
86.2073799216656,10.5397409156682,"centro_oeste"
87.3543599257885,10.5397409156682,"centro_oeste"
88.5013399299114,10.5397409156682,"centro_oeste"
89.6483199340342,10.5397409156682,"centro_oeste"
90.7952999381571,10.5397409156682,"centro_oeste"
91.94227994228,10.5397409156682,"centro_oeste"
93.0892599464028,10.5397409156682,"centro_oeste"
94.2362399505257,10.5397409156682,"centro_oeste"
95.3832199546485,10.5397409156682,"centro_oeste"
96.5301999587714,10.5397409156682,"centro_oeste"
97.6771799628943,10.5397409156682,"centro_oeste"
98.8241599670171,10.5397409156682,"centro_oeste"
99.97113997114,10.5397409156682,"centro_oeste"
101.118119975263,10.5397409156682,"centro_oeste"
102.265099979386,10.5397409156682,"centro_oeste"
103.412079983509,10.5397409156682,"centro_oeste"
104.559059987631,10.5397409156682,"centro_oeste"
105.706039991754,10.5397409156682,"centro_oeste"
106.853019995877,10.5397409156682,"centro_oeste"
108,10.5397409156682,"centro_oeste"
