"periodo","periodo.1","region"
51.7979797979798,13.0158396911612,"Brasil"
52.9449598021027,13.0158396911612,"Brasil"
54.0919398062255,13.0158396911612,"Brasil"
55.2389198103484,13.0158396911612,"Brasil"
56.3858998144712,13.0158396911612,"Brasil"
57.5328798185941,13.0158396911612,"Brasil"
58.679859822717,13.0158396911612,"Brasil"
59.8268398268398,13.0158396911612,"Brasil"
60.9738198309627,13.0158396911612,"Brasil"
62.1207998350855,13.0158396911612,"Brasil"
63.2677798392084,13.0158396911612,"Brasil"
64.4147598433313,13.0158396911612,"Brasil"
65.5617398474541,13.0158396911612,"Brasil"
66.708719851577,13.0158396911612,"Brasil"
67.8556998556999,13.0158396911612,"Brasil"
69.0026798598227,13.0158396911612,"Brasil"
70.1496598639456,13.0158396911612,"Brasil"
71.2966398680684,13.0158396911612,"Brasil"
72.4436198721913,13.0158396911612,"Brasil"
73.5905998763142,13.0158396911612,"Brasil"
74.737579880437,13.0158396911612,"Brasil"
75.8845598845599,13.0158396911612,"Brasil"
77.0315398886827,13.0158396911612,"Brasil"
78.1785198928056,13.0158396911612,"Brasil"
79.3254998969285,13.0158396911612,"Brasil"
80.4724799010513,13.0158396911612,"Brasil"
81.6194599051742,13.0158396911612,"Brasil"
82.766439909297,13.0158396911612,"Brasil"
83.9134199134199,13.0158396911612,"Brasil"
85.0603999175428,13.0158396911612,"Brasil"
86.2073799216656,13.0158396911612,"Brasil"
87.3543599257885,13.0158396911612,"Brasil"
88.5013399299114,13.0158396911612,"Brasil"
89.6483199340342,13.0158396911612,"Brasil"
90.7952999381571,13.0158396911612,"Brasil"
91.94227994228,13.0158396911612,"Brasil"
93.0892599464028,13.0158396911612,"Brasil"
94.2362399505257,13.0158396911612,"Brasil"
95.3832199546485,13.0158396911612,"Brasil"
96.5301999587714,13.0158396911612,"Brasil"
97.6771799628943,13.0158396911612,"Brasil"
98.8241599670171,13.0158396911612,"Brasil"
99.97113997114,13.0158396911612,"Brasil"
101.118119975263,13.0158396911612,"Brasil"
102.265099979386,13.0158396911612,"Brasil"
103.412079983509,13.0158396911612,"Brasil"
104.559059987631,13.0158396911612,"Brasil"
105.706039991754,13.0158396911612,"Brasil"
106.853019995877,13.0158396911612,"Brasil"
108,13.0158396911612,"Brasil"
