date,regiao,mental_health_visits,total_atd,periodo,PrePandemia_Step,PrePandemia_Trend,Pandemia_Step,Pandemia_Trend,PosPandemia_Step,PosPandemia_Trend,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,quarter_2,quarter_3,quarter_4,cos1,sin1,IR,offset,ma_12_mental_health_visits
2021-01-01,nordeste,83505.0,3912195.0,61,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4999999999999936,-0.8660254037844424,21.34479492970059,8.271853876538174,90043.33333333333
2021-02-01,nordeste,84788.0,4272415.0,62,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844489,0.4999999999999822,19.845450406854205,8.359934520116596,92293.16666666667
2021-03-01,nordeste,96093.0,5132302.0,63,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5000000000000123,-0.8660254037844315,18.72317724093399,8.543309570457767,95549.33333333333
2021-04-01,nordeste,90111.0,4760230.0,64,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.0,-2.447436656384941e-15,18.92996766962941,8.468051265385856,97568.5
2021-05-01,nordeste,97038.0,5572818.0,65,0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5000000000000081,0.8660254037844339,17.41273445499207,8.625656129580682,99760.66666666667
2021-06-01,nordeste,99384.0,5217344.0,66,0,0,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,4.41306134138659e-15,19.04877270887256,8.559743739127263,101952.08333333333
2021-07-01,nordeste,113927.0,5592577.0,67,0,0,1,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.500000000000014,0.8660254037844306,20.371109776405405,8.629195461709376,104146.66666666667
2021-08-01,nordeste,126574.0,5989165.0,68,0,0,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.0,-1.7148150091245887e-14,21.133830842863738,8.697707282394221,105461.25
2021-09-01,nordeste,122825.0,5471758.0,69,0,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8660254037844298,-0.5000000000000153,22.447081906765614,8.607355233178227,108699.33333333333
2021-10-01,nordeste,113613.0,5267265.0,70,0,0,1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.8660254037844353,0.500000000000006,21.569638132883004,8.569266531489031,112536.16666666667
2021-11-01,nordeste,117566.0,5556911.0,71,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,2.1068257809790594e-14,21.156718183897492,8.622797657315784,114918.91666666667
2021-12-01,nordeste,104336.0,4809157.0,72,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.0,-3.427154095702824e-15,21.695278403262776,8.47827708786474,118882.83333333333
2022-01-01,nordeste,99280.0,5460054.0,73,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844372,-0.5000000000000026,18.18297035157528,8.605213958799935,121102.66666666667
2022-02-01,nordeste,123645.0,5533135.0,74,0,0,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,3.4333439020687072e-15,22.34628289387481,8.618509841660641,123074.16666666667
2022-03-01,nordeste,142135.0,6338631.0,75,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5000000000000259,-0.8660254037844237,22.42361165999409,8.754418093515534,127905.83333333333
2022-04-01,nordeste,118704.0,5602314.0,76,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5000000000000038,-0.8660254037844365,21.188387512731346,8.630935005659444,132131.16666666666
2022-05-01,nordeste,144605.0,6681635.0,77,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.50000000000002,-0.8660254037844272,21.64215794487427,8.807117997060773,136369.25
2022-06-01,nordeste,126022.0,5774024.0,78,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8660254037844357,0.5000000000000051,21.825679976390816,8.661124516778148,139940.83333333334
2022-07-01,nordeste,137585.0,6258658.0,79,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.500000000000014,-0.8660254037844306,21.98314718586636,8.741721064115307,143438.5
2022-08-01,nordeste,184554.0,7967896.0,80,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5000000000000157,-0.8660254037844296,23.162199908231734,8.983175746970417,149503.83333333334
2022-09-01,nordeste,173529.0,6571525.0,81,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8660254037844377,-0.5000000000000017,26.406199474246844,8.790501200221302,153092.58333333334
2022-10-01,nordeste,164470.0,6408453.0,82,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.866025403784443,0.49999999999999234,25.664540256439423,8.765373179133466,157983.41666666666
2022-11-01,nordeste,160425.0,6543094.0,83,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8660254037844402,0.49999999999999745,24.518217222616702,8.786165421265089,162598.33333333334
2022-12-01,nordeste,146308.0,5774686.0,84,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.8660254037844254,0.5000000000000229,25.33609619639925,8.661239161617395,170369.41666666666
2023-01-01,nordeste,172064.0,6056221.0,85,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844308,-0.5000000000000135,28.411116437131337,8.708841287185919,174091.75
2023-02-01,nordeste,166710.0,5830272.0,86,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.224708697211012e-14,28.59386320226569,8.670818933487778,179783.0
2023-03-01,nordeste,200825.0,7791481.0,87,0,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844186,0.5000000000000347,25.77494573881397,8.960786236327861,183854.66666666666
2023-04-01,nordeste,174083.0,7058523.0,88,0,0,0,0,1,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844469,0.49999999999998557,24.662808352398937,8.861991101801626,186276.83333333334
2023-05-01,nordeste,237858.0,8297202.0,89,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5000000000000089,-0.8660254037844335,28.667254334654018,9.023673628517134,190858.66666666666
2023-06-01,nordeste,170690.0,6078086.0,90,0,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.5000000000000208,-0.8660254037844266,28.0828537141462,8.712445122767884,195385.0
2023-07-01,nordeste,205880.0,7206695.0,91,0,0,0,0,1,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.9163938347251765e-15,1.0,28.567880283541903,8.882765734062227,197517.33333333334
2023-08-01,nordeste,233414.0,8272703.0,92,0,0,0,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5000000000000369,0.8660254037844174,28.21496190543768,9.020716578630378,202038.5
2023-09-01,nordeste,202595.0,6526763.0,93,0,0,0,0,1,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5000000000000463,-0.866025403784412,31.0406552221982,8.783666387266607,205009.66666666666
2023-10-01,nordeste,219452.0,7170517.0,94,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.5000000000000063,0.8660254037844349,30.604766713474078,8.877733036991364,205058.41666666666
2023-11-01,nordeste,214741.0,7075563.0,95,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.804602160817886e-15,1.0,30.34966970119551,8.86440229531717,211578.66666666666
2023-12-01,nordeste,171896.0,5663951.0,96,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.500000000000025,0.8660254037844242,30.349132610787063,8.64187698420619,211291.0
2024-01-01,nordeste,226318.0,6596638.0,97,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5000000000000344,-0.8660254037844188,34.30808238984768,8.794315404289954,215226.66666666666
2024-02-01,nordeste,202364.0,6195667.0,98,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2537214988130828e-14,-1.0,32.66218148909552,8.731605455741285,219598.66666666666
2024-03-01,nordeste,201410.0,6849437.0,99,0,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844392,0.49999999999999917,29.40533652619916,8.831921738097483,221506.16666666666
2024-04-01,nordeste,252326.0,8736530.0,100,0,0,0,0,1,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.0,7.35468958188659e-15,28.881718485485656,9.075268364642596,226426.08333333334
2024-05-01,nordeste,234406.0,7198549.0,101,0,0,0,0,1,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,3.425916134429647e-15,32.56295122808777,8.881634756916919,230225.0
2024-06-01,nordeste,217918.0,6478604.0,102,0,0,0,0,1,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8660254037844372,0.5000000000000026,33.636567383961115,8.776260334038726,231284.16666666666
2024-07-01,nordeste,258344.0,7581822.0,103,0,0,0,0,1,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5000000000000412,-0.8660254037844148,34.074131521420576,8.933508819145462,232057.08333333334
2024-08-01,nordeste,256304.0,7784584.0,104,0,0,0,0,1,29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8660254037844479,0.4999999999999839,32.924559616801616,8.959900646745286,232578.81818181818
2024-09-01,nordeste,261634.0,7814640.0,105,0,0,0,0,1,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8660254037844353,0.5000000000000059,33.47998116355968,8.963754176535423,235600.3
2024-10-01,nordeste,265039.0,7887348.0,106,0,0,0,0,1,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.5000000000000191,-0.8660254037844276,33.603056439249286,8.973015235665365,239399.22222222222
2024-11-01,nordeste,227451.0,6796716.0,107,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5000000000000098,0.866025403784433,33.46483801883145,8.824194833334078,237783.375
2024-12-01,nordeste,181171.0,5461611.0,108,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.665643442967718e-14,-1.0,33.17171435314598,8.605499080163856,238265.85714285713
2016-01-01,norte,4093.0,688276.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,5.946742295242025,6.534189920279762,5245.833333333333
2016-02-01,norte,5144.0,818837.0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,6.282080560599972,6.7078850408463015,5170.714285714285
2016-03-01,norte,5837.0,1015203.0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4999999999999998,-0.8660254037844388,5.749588998456467,6.922843871478554,5254.5
2016-04-01,norte,4888.0,927385.0,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844387,-0.49999999999999983,5.270734376769087,6.832368797575962,5251.888888888889
2016-05-01,norte,5524.0,956685.0,5,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000006,5.774105374287252,6.863474183665001,5203.7
2016-06-01,norte,5989.0,1023123.0,6,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.49999999999999895,-0.8660254037844393,5.853646140297892,6.930614993328131,5058.090909090909
2016-07-01,norte,4720.0,810932.0,7,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8660254037844385,-0.5000000000000003,5.820463368075251,6.698184203497705,4894.583333333333
2016-08-01,norte,5841.0,969870.0,8,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.0,-2.6948419387607653e-15,6.022456617897244,6.877162041897306,4901.0
2016-09-01,norte,5231.0,861146.0,9,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8660254037844404,-0.499999999999997,6.074463563669807,6.7582640603194495,4819.916666666667
2016-10-01,norte,4770.0,759285.0,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.8660254037844393,-0.49999999999999895,6.282226041604931,6.63237720098652,4804.833333333333
2016-11-01,norte,3602.0,637659.0,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8660254037844374,0.5000000000000021,5.648787204446263,6.457803657699343,4868.0
2016-12-01,norte,3096.0,455704.0,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.899825157862589e-15,-1.0,6.793883749100293,6.121843475935943,4992.25
2017-01-01,norte,4170.0,735777.0,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5000000000000009,-0.8660254037844382,5.6674780538125,6.600927083687961,5067.666666666667
2017-02-01,norte,4171.0,755455.0,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.866025403784439,-0.49999999999999933,5.52117598003852,6.62732021673566,5239.166666666667
2017-03-01,norte,5656.0,976967.0,15,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5000000000000011,-0.866025403784438,5.7893460065693105,6.884452874604368,5478.166666666667
2017-04-01,norte,5646.0,888435.0,16,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.4999999999999979,-0.8660254037844398,6.354995019331746,6.789461487912411,5767.75
2017-05-01,norte,7015.0,1068221.0,17,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8660254037844373,-0.5000000000000023,6.566993159655165,6.973749926952272,6143.583333333333
2017-06-01,norte,6894.0,984891.0,18,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8660254037844392,0.49999999999999917,6.999759364234214,6.892530975150353,6620.916666666667
2017-07-01,norte,6778.0,920542.0,19,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5000000000000007,0.8660254037844383,7.363053505434842,6.824962627008661,6997.833333333333
2017-08-01,norte,8709.0,1081961.0,20,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8660254037844393,0.49999999999999895,8.049273495070526,6.9865304143945215,7458.083333333333
2017-09-01,norte,8706.0,1034950.0,21,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-2.4492935982947065e-15,1.0,8.412000579738152,6.9421083953538,7885.416666666667
2017-10-01,norte,9280.0,1088498.0,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.5000000000000034,-0.8660254037844367,8.525509463499244,6.992554043282009,8340.916666666666
2017-11-01,norte,9330.0,1080516.0,23,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-9.799650315725178e-15,1.0,8.634763390824384,6.985193983796582,8867.083333333334
2017-12-01,norte,7619.0,845246.0,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.8660254037844359,0.5000000000000047,9.01394386959536,6.739627709249084,9298.25
2018-01-01,norte,9693.0,1150248.0,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.329455176111767e-15,8.426878377532496,7.047732850281621,9691.166666666666
2018-02-01,norte,9299.0,1027506.0,26,1,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844396,0.4999999999999983,9.050068807384093,6.934889785769399,10105.916666666666
2018-03-01,norte,11122.0,1282624.0,27,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.921345679817883e-15,1.0,8.67128636295594,7.156663258530963,10645.5
2018-04-01,norte,11960.0,1328363.0,28,1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.859260036498355e-15,-1.0,9.003563032092885,7.19170263605838,11049.166666666666
2018-05-01,norte,12189.0,1362369.0,29,1,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,8.819313895770708e-15,8.946915263045474,7.21698037512601,11477.333333333334
2018-06-01,norte,11609.0,1178144.0,30,1,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.2379612731767154e-18,-1.0,9.85363419072711,7.071695597827286,11653.083333333334
2018-07-01,norte,11755.0,1154150.0,31,1,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8660254037844362,0.5000000000000042,10.184984620716545,7.051119421290007,11725.916666666666
2018-08-01,norte,15184.0,1388006.0,32,1,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8660254037844365,0.5000000000000038,10.939433979392021,7.235623463823977,12054.333333333334
2018-09-01,norte,13550.0,1218094.0,33,1,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.49999999999998684,0.8660254037844463,11.123936247941456,7.105042620989817,12583.666666666666
2018-10-01,norte,14418.0,1371236.0,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.8660254037844473,0.4999999999999851,10.514601425283466,7.223467801874604,12517.333333333334
2018-11-01,norte,11439.0,1085473.0,35,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,2.448674617658118e-15,10.538263042931515,6.989771115678738,12658.583333333334
2018-12-01,norte,8493.0,840172.0,36,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.8660254037844377,-0.5000000000000017,10.108644420428197,6.733606632781264,12936.833333333334
2019-01-01,norte,13634.0,1456296.0,37,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.408728476930472e-15,1.0,9.362107703378983,7.2836515047979535,13080.666666666666
2019-02-01,norte,15651.0,1528776.0,38,1,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.866025403784441,-0.4999999999999957,10.23760184618283,7.332222694215712,13364.25
2019-03-01,norte,10326.0,1033212.0,39,1,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.1759085194360944e-14,1.0,9.994076723847575,6.940427675556097,13429.833333333334
2019-04-01,norte,13655.0,1382635.0,40,1,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.866025403784444,0.4999999999999907,9.876069967851242,7.231746377815375,13540.833333333334
2019-05-01,norte,15528.0,1478419.0,41,1,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8660254037844423,-0.4999999999999936,10.503111770073302,7.2987285525364385,13670.666666666666
2019-06-01,norte,13335.0,1238816.0,42,1,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.5000000000000012,-0.8660254037844379,10.764310438354041,7.121911363740535,13851.333333333334
2019-07-01,norte,15158.0,1358503.0,43,1,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8660254037844426,0.4999999999999932,11.157870096716753,7.214138637181962,14034.5
2019-08-01,norte,15971.0,1367025.0,44,1,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5000000000000072,0.8660254037844345,11.683034326365648,7.2203921247791065,14047.083333333334
2019-09-01,norte,14882.0,1285697.0,45,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4999999999999979,0.8660254037844398,11.57504450893173,7.159056262728221,13819.416666666666
2019-10-01,norte,15976.0,1397004.0,46,1,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.9581969173625882e-15,-1.0,11.435901400425482,7.242085222531316,14143.416666666666
2019-11-01,norte,13607.0,1201832.0,47,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,1.8129105491836944e-14,11.321881926924895,7.09160233827192,13942.583333333334
2019-12-01,norte,10691.0,914188.0,48,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.4999999999999945,-0.8660254037844418,11.694531103011634,6.81803623958091,13718.25
2020-01-01,norte,13785.0,1204616.0,49,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.878304635907295e-15,1.0,11.44348074407114,7.09391612293881,13804.333333333334
2020-02-01,norte,12919.0,1101599.0,50,1,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384,11.72749793708963,7.004518039643518,13937.083333333334
2020-03-01,norte,14214.0,1138840.0,51,1,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844465,-0.4999999999999864,12.481121140809947,7.037765479479684,13880.25
2020-04-01,norte,11245.0,685182.0,52,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.49999999999998174,-0.8660254037844491,16.411697913838953,6.529684496402633,14010.666666666666
2020-05-01,norte,12836.0,859343.0,53,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.866025403784443,-0.49999999999999234,14.93699256292307,6.756168143798009,14017.166666666666
2020-06-01,norte,14368.0,1098306.0,54,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8660254037844485,0.499999999999983,13.08196440700497,7.001524271767633,14173.916666666666
2020-07-01,norte,16751.0,1352499.0,55,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1.9108822931154828e-14,12.38522172659647,7.209709271348829,14278.0
2020-08-01,norte,15289.0,1332747.0,56,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8660254037844436,-0.4999999999999915,11.47179472172888,7.1949975047155315,14167.75
2020-09-01,norte,16447.0,1402621.0,57,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8660254037844504,-0.4999999999999796,11.725904574364707,7.246097908185224,14272.666666666666
2020-10-01,norte,16054.0,1234488.0,58,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.49999999999999023,0.8660254037844443,13.00458165652481,7.11841158820336,14671.166666666666
2020-11-01,norte,15488.0,1183965.0,59,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.49999999999999023,0.8660254037844443,13.081467779875249,7.0766242541962106,15267.25
2020-12-01,norte,11940.0,1004414.0,60,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.4999999999999809,-0.8660254037844497,11.887528449424241,6.9121595658561406,15893.5
2021-01-01,norte,12462.0,1138470.0,61,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49999999999999617,0.8660254037844408,10.946269993939234,7.037440534695482,16408.916666666668
2021-02-01,norte,14178.0,1210156.0,62,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.917631795998353e-15,-1.0,11.715844899335291,7.098504555900428,16753.5
2021-03-01,norte,18996.0,1554978.0,63,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4999999999999775,0.8660254037844516,12.21625000482322,7.349216676603284,17463.25
2021-04-01,norte,18398.0,1424867.0,64,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844455,0.4999999999999881,12.912082320665718,7.2618337550135905,17972.666666666668
2021-05-01,norte,20351.0,1574816.0,65,0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.83773951454306e-15,1.0,12.922779550118872,7.36189371903829,18411.916666666668
2021-06-01,norte,20553.0,1527610.0,66,0,0,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.866025403784442,0.49999999999999406,13.454350259555776,7.331459701546222,18976.416666666668
2021-07-01,norte,20886.0,1468927.0,67,0,0,1,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,6.367544374929648e-15,14.218541833596905,7.292287481269943,19661.583333333332
2021-08-01,norte,23806.0,1614303.0,68,0,0,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5000000000000047,-0.8660254037844359,14.74692173650176,7.38665856355239,20222.25
2021-09-01,norte,22560.0,1407123.0,69,0,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5000000000000191,-0.8660254037844276,16.032713558089803,7.249302473336124,20918.0
2021-10-01,norte,21325.0,1351771.0,70,0,0,1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.5000000000000284,0.8660254037844223,15.775601044851532,7.209170863558493,21648.0
2021-11-01,norte,22262.0,1449905.0,71,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8660254037844406,-0.4999999999999966,15.354109407168055,7.279253316026892,22165.416666666668
2021-12-01,norte,20162.0,1477637.0,72,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.963148762455295e-15,-1.0,13.644758489398951,7.298199469177908,22950.166666666668
2022-01-01,norte,19190.0,1679679.0,73,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844229,0.5000000000000272,11.424802000858497,7.426357982712262,23442.833333333332
2022-02-01,norte,22527.0,1445120.0,74,0,0,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5000000000000165,0.866025403784429,15.58832484499557,7.275947642081188,23609.416666666668
2022-03-01,norte,27756.0,1687696.0,75,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7.34726181424753e-15,16.446089817123465,7.431119564150159,24229.916666666668
2022-04-01,norte,24607.0,1511128.0,76,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.273756467240565e-14,-1.0,16.283862121540995,7.320611670796056,24804.0
2022-05-01,norte,29768.0,1796713.0,77,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4999999999999945,0.8660254037844418,16.568032846648297,7.493714163399632,25303.75
2022-06-01,norte,26465.0,1708178.0,78,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.5000000000000098,-0.866025403784433,15.493116056991719,7.443182584375136,25741.833333333332
2022-07-01,norte,22885.0,1636109.0,79,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.6657672390950356e-14,1.0,13.987454381095636,7.400076140860155,26010.25
2022-08-01,norte,31252.0,1918678.0,80,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-9.834313231374127e-16,-1.0,16.288298505533497,7.559391686201481,26862.25
2022-09-01,norte,29449.0,1569245.0,81,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5000000000000063,0.8660254037844349,18.766349422811608,7.358349890957102,27197.166666666668
2022-10-01,norte,27322.0,1554405.0,82,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.499999999999997,-0.8660254037844404,17.577143665904316,7.348848114733301,27810.333333333332
2022-11-01,norte,27519.0,1634686.0,83,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4999999999999877,0.8660254037844457,16.83442569398649,7.399206015957933,28241.666666666668
